"region","zone","district","Month","Year","Date","female","male","conf_5","conf_514","conf_15","cases"
"Oromiya","Buno Bedele","Gechi","November","2022",2022-01-01,4,1,1,0,4,5
"Oromiya","Buno Bedele","Gechi","December","2022",2022-01-01,1,10,1,5,5,11
"Oromiya","Buno Bedele","Gechi","January","2022",2022-01-01,2,0,1,0,1,2
"Oromiya","Buno Bedele","Gechi","February","2022",2022-01-01,1,0,1,0,0,1
"Oromiya","Buno Bedele","Gechi","March","2022",2022-01-01,3,3,0,3,3,6
"Oromiya","Buno Bedele","Gechi","April","2022",2022-01-01,1,5,2,2,2,6
"Oromiya","Buno Bedele","Gechi","May","2022",2022-01-01,4,3,0,0,7,7
"Oromiya","Buno Bedele","Gechi","June","2022",2022-01-01,25,22,6,11,30,47
"Oromiya","Buno Bedele","Meko","July","2022",2022-01-01,0,0,0,0,0,0
"Oromiya","Buno Bedele","Meko","August","2022",2022-01-01,0,0,0,0,0,0
"Oromiya","Buno Bedele","Meko","September","2022",2022-01-01,0,0,0,0,0,0
"Oromiya","Buno Bedele","Meko","October","2022",2022-01-01,0,0,0,0,0,0
"Oromiya","Buno Bedele","Meko","November","2022",2022-01-01,0,0,0,0,0,0
"Oromiya","Buno Bedele","Meko","December","2022",2022-01-01,0,0,0,0,0,0
"Oromiya","Buno Bedele","Meko","January","2022",2022-01-01,0,0,0,0,0,0
"Oromiya","Buno Bedele","Meko","February","2022",2022-01-01,0,0,0,0,0,0
"Oromiya","Buno Bedele","Meko","March","2022",2022-01-01,0,0,0,0,0,0
"Oromiya","Buno Bedele","Meko","April","2022",2022-01-01,0,0,0,0,0,0
"Oromiya","Buno Bedele","Meko","May","2022",2022-01-01,0,0,0,0,0,0
"Oromiya","Buno Bedele","Meko","June","2022",2022-01-01,0,0,0,0,0,0
"Oromiya","Burayu","Burayu Town","July","2022",2022-01-01,0,0,0,0,0,0
"Oromiya","Burayu","Burayu Town","August","2022",2022-01-01,0,0,0,0,0,0
"Oromiya","Burayu","Burayu Town","September","2022",2022-01-01,0,0,0,0,0,0
"Oromiya","Burayu","Burayu Town","October","2022",2022-01-01,0,0,0,0,0,0
"Oromiya","Burayu","Burayu Town","November","2022",2022-01-01,0,0,0,0,0,0
"Oromiya","Burayu","Burayu Town","December","2022",2022-01-01,0,0,0,0,0,0
"Oromiya","Burayu","Burayu Town","January","2022",2022-01-01,0,1,0,0,1,1
"Oromiya","Burayu","Burayu Town","February","2022",2022-01-01,1,1,0,0,2,2
"Oromiya","Burayu","Burayu Town","March","2022",2022-01-01,0,0,0,0,0,0
"Oromiya","Burayu","Burayu Town","April","2022",2022-01-01,0,0,0,0,0,0
"Oromiya","Burayu","Burayu Town","May","2022",2022-01-01,0,0,0,0,0,0
"Oromiya","Burayu","Burayu Town","June","2022",2022-01-01,0,0,0,0,0,0
"Oromiya","East Bale","Ginnir Town","July","2022",2022-01-01,0,0,0,0,0,0
"Oromiya","East Bale","Ginnir Town","August","2022",2022-01-01,0,0,0,0,0,0
"Oromiya","East Bale","Ginnir Town","September","2022",2022-01-01,0,0,0,0,0,0
"Oromiya","East Bale","Ginnir Town","October","2022",2022-01-01,0,0,0,0,0,0
"Oromiya","East Bale","Ginnir Town","November","2022",2022-01-01,0,0,0,0,0,0
"Oromiya","East Bale","Ginnir Town","December","2022",2022-01-01,0,0,0,0,0,0
"Oromiya","East Bale","Ginnir Town","January","2022",2022-01-01,0,0,0,0,0,0
"Oromiya","East Bale","Ginnir Town","February","2022",2022-01-01,0,0,0,0,0,0
"Oromiya","East Bale","Ginnir Town","March","2022",2022-01-01,0,0,0,0,0,0
"Oromiya","East Bale","Ginnir Town","April","2022",2022-01-01,0,0,0,0,0,0
"Oromiya","East Bale","Ginnir Town","May","2022",2022-01-01,0,0,0,0,0,0
"Oromiya","East Bale","Ginnir Town","June","2022",2022-01-01,0,0,0,0,0,0
"Oromiya","East Bale","Ginnir","July","2022",2022-01-01,1,0,0,1,0,1
"Oromiya","East Bale","Ginnir","August","2022",2022-01-01,1,2,1,1,1,3
"Oromiya","East Bale","Ginnir","September","2022",2022-01-01,0,1,0,1,0,1
"Oromiya","East Bale","Ginnir","October","2022",2022-01-01,3,1,2,1,1,4
"Oromiya","East Bale","Ginnir","November","2022",2022-01-01,3,2,0,1,4,5
"Oromiya","East Bale","Ginnir","December","2022",2022-01-01,0,0,0,0,0,0
"Oromiya","East Bale","Ginnir","January","2022",2022-01-01,0,0,0,0,0,0
"Oromiya","East Bale","Ginnir","February","2022",2022-01-01,0,0,0,0,0,0
"Oromiya","East Bale","Ginnir","March","2022",2022-01-01,0,0,0,0,0,0
"Oromiya","East Bale","Ginnir","April","2022",2022-01-01,0,0,0,0,0,0
"Oromiya","East Bale","Ginnir","May","2022",2022-01-01,0,0,0,0,0,0
"Oromiya","East Bale","Ginnir","June","2022",2022-01-01,1,9,0,1,9,10
"Oromiya","East Bale","Gololcha (EB)","July","2022",2022-01-01,7,0,0,4,3,7
"Oromiya","East Bale","Gololcha (EB)","August","2022",2022-01-01,3,6,0,2,7,9
"Oromiya","East Bale","Gololcha (EB)","September","2022",2022-01-01,12,4,0,2,14,16
"Oromiya","East Bale","Gololcha (EB)","October","2022",2022-01-01,5,7,0,4,8,12
"Oromiya","East Bale","Gololcha (EB)","November","2022",2022-01-01,4,2,5,1,0,6
"Oromiya","East Bale","Gololcha (EB)","December","2022",2022-01-01,9,19,0,13,15,28
"Oromiya","East Bale","Gololcha (EB)","January","2022",2022-01-01,2,4,0,3,3,6
"Oromiya","East Bale","Gololcha (EB)","February","2022",2022-01-01,3,3,0,2,4,6
"Oromiya","East Bale","Gololcha (EB)","March","2022",2022-01-01,14,10,0,3,21,24
"Oromiya","East Bale","Gololcha (EB)","April","2022",2022-01-01,3,13,0,6,10,16
"Oromiya","East Bale","Gololcha (EB)","May","2022",2022-01-01,0,0,0,0,0,0
"Oromiya","East Bale","Gololcha (EB)","June","2022",2022-01-01,4,7,3,3,5,11
"Oromiya","East Bale","Laga Hidha","July","2022",2022-01-01,7,5,1,7,4,12
"Oromiya","East Bale","Laga Hidha","August","2022",2022-01-01,8,14,9,3,10,22
"Oromiya","East Bale","Laga Hidha","September","2022",2022-01-01,0,0,0,0,0,0
"Oromiya","East Bale","Laga Hidha","October","2022",2022-01-01,1,3,0,1,3,4
"Oromiya","East Bale","Laga Hidha","November","2022",2022-01-01,2,6,4,1,3,8
"Oromiya","East Bale","Laga Hidha","December","2022",2022-01-01,9,12,9,6,6,21
"Oromiya","East Bale","Laga Hidha","January","2022",2022-01-01,2,2,1,0,3,4
"Oromiya","East Bale","Laga Hidha","February","2022",2022-01-01,0,0,0,0,0,0
"Oromiya","East Bale","Laga Hidha","March","2022",2022-01-01,0,0,0,0,0,0
"Oromiya","East Bale","Laga Hidha","April","2022",2022-01-01,1,0,0,0,1,1
"Oromiya","East Bale","Laga Hidha","May","2022",2022-01-01,8,8,0,9,7,16
"Oromiya","East Bale","Laga Hidha","June","2022",2022-01-01,18,25,11,16,16,43
"Oromiya","East Bale","Rayitu","July","2022",2022-01-01,5,10,2,7,6,15
"Oromiya","East Bale","Rayitu","August","2022",2022-01-01,7,7,0,5,9,14
"Oromiya","East Bale","Rayitu","September","2022",2022-01-01,3,0,0,3,0,3
"Oromiya","East Bale","Rayitu","October","2022",2022-01-01,2,3,0,2,3,5
"Oromiya","East Bale","Rayitu","November","2022",2022-01-01,7,9,2,5,9,16
"Oromiya","East Bale","Rayitu","December","2022",2022-01-01,3,2,1,3,1,5
"Oromiya","East Bale","Rayitu","January","2022",2022-01-01,1,1,2,0,0,2
"Oromiya","East Bale","Rayitu","February","2022",2022-01-01,7,7,4,4,6,14
"Oromiya","East Bale","Rayitu","March","2022",2022-01-01,10,10,6,8,6,20
"Oromiya","East Bale","Rayitu","April","2022",2022-01-01,0,1,1,0,0,1
"Oromiya","East Bale","Rayitu","May","2022",2022-01-01,11,16,5,8,14,27
"Oromiya","East Bale","Rayitu","June","2022",2022-01-01,32,51,10,31,42,83
"Oromiya","East Bale","Sewena","July","2022",2022-01-01,1,2,0,0,3,3
"Oromiya","East Bale","Sewena","August","2022",2022-01-01,0,0,0,0,0,0
"Oromiya","East Bale","Sewena","September","2022",2022-01-01,1,0,0,0,1,1
"Oromiya","East Bale","Sewena","October","2022",2022-01-01,1,2,0,1,2,3
"Oromiya","East Bale","Sewena","November","2022",2022-01-01,0,0,0,0,0,0
"Oromiya","East Bale","Sewena","December","2022",2022-01-01,0,0,0,0,0,0
"Oromiya","East Bale","Sewena","January","2022",2022-01-01,0,0,0,0,0,0
"Oromiya","East Bale","Sewena","February","2022",2022-01-01,0,0,0,0,0,0
"Oromiya","East Bale","Sewena","March","2022",2022-01-01,0,1,0,0,1,1
"Oromiya","East Bale","Sewena","April","2022",2022-01-01,2,1,0,3,0,3
"Oromiya","East Bale","Sewena","May","2022",2022-01-01,0,0,0,0,0,0
"Oromiya","East Bale","Sewena","June","2022",2022-01-01,0,0,0,0,0,0
"Oromiya","East Hararge","Aweday Town","July","2022",2022-01-01,1,3,0,0,4,4
"Oromiya","East Hararge","Aweday Town","August","2022",2022-01-01,2,8,0,1,9,10
"Oromiya","East Hararge","Aweday Town","September","2022",2022-01-01,8,9,0,2,15,17
"Oromiya","East Hararge","Aweday Town","October","2022",2022-01-01,2,10,2,1,9,12
"Oromiya","East Hararge","Aweday Town","November","2022",2022-01-01,1,6,0,1,6,7
"Oromiya","East Hararge","Aweday Town","December","2022",2022-01-01,3,2,0,2,3,5
"Oromiya","East Hararge","Aweday Town","January","2022",2022-01-01,1,3,0,0,4,4
"Oromiya","East Hararge","Aweday Town","February","2022",2022-01-01,0,4,1,1,2,4
"Oromiya","East Hararge","Aweday Town","March","2022",2022-01-01,0,2,0,0,2,2
"Oromiya","East Hararge","Aweday Town","April","2022",2022-01-01,1,3,2,0,2,4
"Oromiya","East Hararge","Aweday Town","May","2022",2022-01-01,1,1,2,0,0,2
"Oromiya","East Hararge","Aweday Town","June","2022",2022-01-01,3,1,1,0,3,4
"Oromiya","East Hararge","Babile Town","July","2022",2022-01-01,7,9,0,7,9,16
"Oromiya","East Hararge","Babile Town","August","2022",2022-01-01,1,3,0,1,3,4
"Oromiya","East Hararge","Babile Town","September","2022",2022-01-01,2,9,0,5,6,11
"Oromiya","East Hararge","Babile Town","October","2022",2022-01-01,3,9,0,0,12,12
"Oromiya","East Hararge","Babile Town","November","2022",2022-01-01,1,3,0,0,4,4
"Oromiya","East Hararge","Babile Town","December","2022",2022-01-01,3,6,3,2,4,9
"Oromiya","East Hararge","Babile Town","January","2022",2022-01-01,4,4,2,1,5,8
"Oromiya","East Hararge","Babile Town","February","2022",2022-01-01,1,3,1,0,3,4
"Oromiya","East Hararge","Babile Town","March","2022",2022-01-01,2,2,1,0,3,4
"Oromiya","East Hararge","Babile Town","April","2022",2022-01-01,0,0,0,0,0,0
"Oromiya","East Hararge","Babile Town","May","2022",2022-01-01,0,1,0,0,1,1
"Oromiya","East Hararge","Babile Town","June","2022",2022-01-01,0,1,0,0,1,1
"Oromiya","East Hararge","Babile","July","2022",2022-01-01,2,3,0,1,4,5
"Oromiya","East Hararge","Babile","August","2022",2022-01-01,1,7,2,3,3,8
"Oromiya","East Hararge","Babile","September","2022",2022-01-01,5,4,0,2,7,9
"Oromiya","East Hararge","Babile","October","2022",2022-01-01,2,3,1,1,3,5
"Oromiya","East Hararge","Babile","November","2022",2022-01-01,1,1,0,0,2,2
"Oromiya","East Hararge","Babile","December","2022",2022-01-01,0,0,0,0,0,0
"Oromiya","East Hararge","Babile","January","2022",2022-01-01,0,1,0,0,1,1
"Oromiya","East Hararge","Babile","February","2022",2022-01-01,1,2,2,0,1,3
"Oromiya","East Hararge","Babile","March","2022",2022-01-01,0,0,0,0,0,0
"Oromiya","East Hararge","Babile","April","2022",2022-01-01,0,3,0,0,3,3
"Oromiya","East Hararge","Babile","May","2022",2022-01-01,1,6,0,0,7,7
"Oromiya","East Hararge","Babile","June","2022",2022-01-01,5,7,1,1,10,12
"Oromiya","East Hararge","Bedeno","July","2022",2022-01-01,0,0,0,0,0,0
"Oromiya","East Hararge","Bedeno","August","2022",2022-01-01,0,0,0,0,0,0
"Oromiya","East Hararge","Bedeno","September","2022",2022-01-01,0,0,0,0,0,0
"Oromiya","East Hararge","Bedeno","October","2022",2022-01-01,0,1,0,0,1,1
"Oromiya","East Hararge","Bedeno","November","2022",2022-01-01,0,0,0,0,0,0
"Oromiya","East Hararge","Bedeno","December","2022",2022-01-01,0,0,0,0,0,0
"Oromiya","East Hararge","Bedeno","January","2022",2022-01-01,0,1,0,0,1,1
"Oromiya","East Hararge","Bedeno","February","2022",2022-01-01,0,0,0,0,0,0
"Oromiya","East Hararge","Bedeno","March","2022",2022-01-01,0,1,0,0,1,1
"Oromiya","East Hararge","Bedeno","April","2022",2022-01-01,0,0,0,0,0,0
"Oromiya","East Hararge","Bedeno","May","2022",2022-01-01,0,0,0,0,0,0
"Oromiya","East Hararge","Bedeno","June","2022",2022-01-01,0,1,0,1,0,1
"Oromiya","East Hararge","Chinaksen","July","2022",2022-01-01,0,0,0,0,0,0
"Oromiya","East Hararge","Chinaksen","August","2022",2022-01-01,0,0,0,0,0,0
"Oromiya","East Hararge","Chinaksen","September","2022",2022-01-01,0,0,0,0,0,0
"Oromiya","East Hararge","Chinaksen","October","2022",2022-01-01,0,0,0,0,0,0
"Oromiya","East Hararge","Chinaksen","November","2022",2022-01-01,0,0,0,0,0,0
"Oromiya","East Hararge","Chinaksen","December","2022",2022-01-01,0,0,0,0,0,0
"Oromiya","East Hararge","Chinaksen","January","2022",2022-01-01,0,0,0,0,0,0
"Oromiya","East Hararge","Chinaksen","February","2022",2022-01-01,1,0,0,0,1,1
"Oromiya","East Hararge","Chinaksen","March","2022",2022-01-01,0,0,0,0,0,0
"Oromiya","East Hararge","Chinaksen","April","2022",2022-01-01,0,0,0,0,0,0
"Oromiya","East Hararge","Chinaksen","May","2022",2022-01-01,0,0,0,0,0,0
"Oromiya","East Hararge","Chinaksen","June","2022",2022-01-01,0,0,0,0,0,0
"Oromiya","East Hararge","Deder Town","July","2022",2022-01-01,1,0,0,0,1,1
"Oromiya","East Hararge","Deder Town","August","2022",2022-01-01,0,0,0,0,0,0
"Oromiya","East Hararge","Deder Town","September","2022",2022-01-01,0,1,0,0,1,1
"Oromiya","East Hararge","Deder Town","October","2022",2022-01-01,0,0,0,0,0,0
"Oromiya","East Hararge","Deder Town","November","2022",2022-01-01,1,3,0,0,4,4
"Oromiya","East Hararge","Deder Town","December","2022",2022-01-01,0,0,0,0,0,0
"Oromiya","East Hararge","Deder Town","January","2022",2022-01-01,0,0,0,0,0,0
"Oromiya","East Hararge","Deder Town","February","2022",2022-01-01,0,0,0,0,0,0
"Oromiya","East Hararge","Deder Town","March","2022",2022-01-01,0,1,0,0,1,1
"Oromiya","East Hararge","Deder Town","April","2022",2022-01-01,0,0,0,0,0,0
"Oromiya","East Hararge","Deder Town","May","2022",2022-01-01,0,0,0,0,0,0
"Oromiya","East Hararge","Deder Town","June","2022",2022-01-01,0,0,0,0,0,0
"Oromiya","East Hararge","Deder","July","2022",2022-01-01,52,75,9,37,81,127
"Oromiya","East Hararge","Deder","August","2022",2022-01-01,6,22,0,0,28,28
"Oromiya","East Hararge","Deder","September","2022",2022-01-01,21,32,5,19,29,53
"Oromiya","East Hararge","Deder","October","2022",2022-01-01,31,45,1,8,67,76
"Oromiya","East Hararge","Deder","November","2022",2022-01-01,12,47,0,6,53,59
"Oromiya","East Hararge","Deder","December","2022",2022-01-01,8,16,0,3,21,24
"Oromiya","East Hararge","Deder","January","2022",2022-01-01,7,7,1,7,6,14
"Oromiya","East Hararge","Deder","February","2022",2022-01-01,6,11,0,1,16,17
"Oromiya","East Hararge","Deder","March","2022",2022-01-01,2,12,1,3,10,14
"Oromiya","East Hararge","Deder","April","2022",2022-01-01,3,1,0,1,3,4
"Oromiya","East Hararge","Deder","May","2022",2022-01-01,25,10,1,9,25,35
"Oromiya","East Hararge","Deder","June","2022",2022-01-01,5,17,0,6,16,22
"Oromiya","East Hararge","Fedis","July","2022",2022-01-01,6,4,0,3,7,10
"Oromiya","East Hararge","Fedis","August","2022",2022-01-01,0,0,0,0,0,0
"Oromiya","East Hararge","Fedis","September","2022",2022-01-01,0,0,0,0,0,0
"Oromiya","East Hararge","Fedis","October","2022",2022-01-01,0,0,0,0,0,0
"Oromiya","East Hararge","Fedis","November","2022",2022-01-01,5,14,8,2,9,19
"Oromiya","East Hararge","Fedis","December","2022",2022-01-01,0,0,0,0,0,0
"Oromiya","East Hararge","Fedis","January","2022",2022-01-01,1,0,0,0,1,1
"Oromiya","East Hararge","Fedis","February","2022",2022-01-01,0,0,0,0,0,0
"Oromiya","East Hararge","Fedis","March","2022",2022-01-01,0,0,0,0,0,0
"Oromiya","East Hararge","Fedis","April","2022",2022-01-01,0,0,0,0,0,0
"Oromiya","East Hararge","Fedis","May","2022",2022-01-01,0,0,0,0,0,0
"Oromiya","East Hararge","Fedis","June","2022",2022-01-01,33,44,5,33,39,77
"Oromiya","East Hararge","Girawa","July","2022",2022-01-01,2,2,0,1,3,4
"Oromiya","East Hararge","Girawa","August","2022",2022-01-01,2,1,0,0,3,3
"Oromiya","East Hararge","Girawa","September","2022",2022-01-01,0,0,0,0,0,0
"Oromiya","East Hararge","Girawa","October","2022",2022-01-01,5,5,0,0,10,10
"Oromiya","East Hararge","Girawa","November","2022",2022-01-01,0,5,0,1,4,5
"Oromiya","East Hararge","Girawa","December","2022",2022-01-01,0,3,0,0,3,3
"Oromiya","East Hararge","Girawa","January","2022",2022-01-01,0,0,0,0,0,0
"Oromiya","East Hararge","Girawa","February","2022",2022-01-01,0,4,0,0,4,4
"Oromiya","East Hararge","Girawa","March","2022",2022-01-01,15,0,0,0,15,15
"Oromiya","East Hararge","Girawa","April","2022",2022-01-01,3,7,0,7,3,10
"Oromiya","East Hararge","Girawa","May","2022",2022-01-01,3,3,0,0,6,6
"Oromiya","East Hararge","Girawa","June","2022",2022-01-01,4,2,0,0,6,6
"Oromiya","East Hararge","Gola Oda","July","2022",2022-01-01,0,0,0,0,0,0
"Oromiya","East Hararge","Gola Oda","August","2022",2022-01-01,0,1,0,0,1,1
"Oromiya","East Hararge","Gola Oda","September","2022",2022-01-01,1,0,0,0,1,1
"Oromiya","East Hararge","Gola Oda","October","2022",2022-01-01,0,2,0,0,2,2
"Oromiya","East Hararge","Gola Oda","November","2022",2022-01-01,2,0,0,1,1,2
"Oromiya","East Hararge","Gola Oda","December","2022",2022-01-01,0,0,0,0,0,0
"Oromiya","East Hararge","Gola Oda","January","2022",2022-01-01,0,0,0,0,0,0
"Oromiya","East Hararge","Gola Oda","February","2022",2022-01-01,0,0,0,0,0,0
"Oromiya","East Hararge","Gola Oda","March","2022",2022-01-01,0,1,1,0,0,1
"Oromiya","East Hararge","Gola Oda","April","2022",2022-01-01,0,0,0,0,0,0
"Oromiya","East Hararge","Gola Oda","May","2022",2022-01-01,0,1,0,0,1,1
"Oromiya","East Hararge","Gola Oda","June","2022",2022-01-01,0,0,0,0,0,0
"Oromiya","East Hararge","Goro Gutu","July","2022",2022-01-01,1,2,1,1,1,3
"Oromiya","East Hararge","Goro Gutu","August","2022",2022-01-01,1,2,2,1,0,3
"Oromiya","East Hararge","Goro Gutu","September","2022",2022-01-01,1,1,1,0,1,2
"Oromiya","East Hararge","Goro Gutu","October","2022",2022-01-01,2,2,3,0,1,4
"Oromiya","East Hararge","Goro Gutu","November","2022",2022-01-01,0,0,0,0,0,0
"Oromiya","East Hararge","Goro Gutu","December","2022",2022-01-01,0,0,0,0,0,0
"Oromiya","East Hararge","Goro Gutu","January","2022",2022-01-01,1,0,0,0,1,1
"Oromiya","East Hararge","Goro Gutu","February","2022",2022-01-01,0,0,0,0,0,0
"Oromiya","East Hararge","Goro Gutu","March","2022",2022-01-01,0,0,0,0,0,0
"Oromiya","East Hararge","Goro Gutu","April","2022",2022-01-01,0,0,0,0,0,0
"Oromiya","East Hararge","Goro Gutu","May","2022",2022-01-01,0,0,0,0,0,0
"Oromiya","East Hararge","Goro Gutu","June","2022",2022-01-01,33,42,15,21,39,75
"Oromiya","East Hararge","Goro Muti","July","2022",2022-01-01,2,7,1,1,7,9
"Oromiya","East Hararge","Goro Muti","August","2022",2022-01-01,0,1,0,1,0,1
"Oromiya","East Hararge","Goro Muti","September","2022",2022-01-01,2,2,0,2,2,4
"Oromiya","East Hararge","Goro Muti","October","2022",2022-01-01,0,0,0,0,0,0
"Oromiya","East Hararge","Goro Muti","November","2022",2022-01-01,0,1,0,0,1,1
"Oromiya","East Hararge","Goro Muti","December","2022",2022-01-01,1,0,0,1,0,1
"Oromiya","East Hararge","Goro Muti","January","2022",2022-01-01,0,0,0,0,0,0
"Oromiya","East Hararge","Goro Muti","February","2022",2022-01-01,0,0,0,0,0,0
"Oromiya","East Hararge","Goro Muti","March","2022",2022-01-01,0,0,0,0,0,0
"Oromiya","East Hararge","Goro Muti","April","2022",2022-01-01,0,0,0,0,0,0
"Oromiya","East Hararge","Goro Muti","May","2022",2022-01-01,0,0,0,0,0,0
"Oromiya","East Hararge","Goro Muti","June","2022",2022-01-01,15,6,11,10,0,21
"Oromiya","East Hararge","Gursum","July","2022",2022-01-01,0,0,0,0,0,0
"Oromiya","East Hararge","Gursum","August","2022",2022-01-01,0,0,0,0,0,0
"Oromiya","East Hararge","Gursum","September","2022",2022-01-01,0,0,0,0,0,0
"Oromiya","East Hararge","Gursum","October","2022",2022-01-01,0,0,0,0,0,0
"Oromiya","East Hararge","Gursum","November","2022",2022-01-01,0,0,0,0,0,0
"Oromiya","East Hararge","Gursum","December","2022",2022-01-01,0,0,0,0,0,0
"Oromiya","East Hararge","Gursum","January","2022",2022-01-01,0,0,0,0,0,0
"Oromiya","East Hararge","Gursum","February","2022",2022-01-01,0,0,0,0,0,0
"Oromiya","East Hararge","Gursum","March","2022",2022-01-01,0,0,0,0,0,0
"Oromiya","East Hararge","Gursum","April","2022",2022-01-01,0,0,0,0,0,0
"Oromiya","East Hararge","Gursum","May","2022",2022-01-01,0,0,0,0,0,0
"Oromiya","East Hararge","Gursum","June","2022",2022-01-01,0,0,0,0,0,0
"Oromiya","East Hararge","Haromaya Town","July","2022",2022-01-01,0,12,0,3,9,12
"Oromiya","East Hararge","Haromaya Town","August","2022",2022-01-01,0,0,0,0,0,0
"Oromiya","East Hararge","Haromaya Town","September","2022",2022-01-01,4,11,0,6,9,15
"Oromiya","East Hararge","Haromaya Town","October","2022",2022-01-01,2,3,0,1,4,5
"Oromiya","East Hararge","Haromaya Town","November","2022",2022-01-01,4,2,0,0,6,6
"Oromiya","East Hararge","Haromaya Town","December","2022",2022-01-01,4,3,1,3,3,7
"Oromiya","East Hararge","Haromaya Town","January","2022",2022-01-01,2,1,0,0,3,3
"Oromiya","East Hararge","Haromaya Town","February","2022",2022-01-01,0,0,0,0,0,0
"Oromiya","East Hararge","Haromaya Town","March","2022",2022-01-01,1,0,0,0,1,1
"Oromiya","East Hararge","Haromaya Town","April","2022",2022-01-01,2,0,0,2,0,2
"Oromiya","East Hararge","Haromaya Town","May","2022",2022-01-01,0,1,0,0,1,1
"Oromiya","East Hararge","Haromaya Town","June","2022",2022-01-01,7,20,0,3,24,27
"Oromiya","East Hararge","Haromaya","July","2022",2022-01-01,0,0,0,0,0,0
"Oromiya","East Hararge","Haromaya","August","2022",2022-01-01,1,2,0,0,3,3
"Oromiya","East Hararge","Haromaya","September","2022",2022-01-01,3,4,5,0,2,7
"Oromiya","East Hararge","Haromaya","October","2022",2022-01-01,0,1,0,0,1,1
"Oromiya","East Hararge","Haromaya","November","2022",2022-01-01,0,0,0,0,0,0
"Oromiya","East Hararge","Haromaya","December","2022",2022-01-01,2,1,0,0,3,3
"Oromiya","East Hararge","Haromaya","January","2022",2022-01-01,1,1,1,0,1,2
"Oromiya","East Hararge","Haromaya","February","2022",2022-01-01,2,1,0,1,2,3
"Oromiya","East Hararge","Haromaya","March","2022",2022-01-01,0,2,0,0,2,2
"Oromiya","East Hararge","Haromaya","April","2022",2022-01-01,0,1,0,0,1,1
"Oromiya","East Hararge","Haromaya","May","2022",2022-01-01,0,0,0,0,0,0
"Oromiya","East Hararge","Haromaya","June","2022",2022-01-01,1,3,1,0,3,4
"Oromiya","East Hararge","Jarso (EH)","July","2022",2022-01-01,1,0,0,1,0,1
"Oromiya","East Hararge","Jarso (EH)","August","2022",2022-01-01,0,0,0,0,0,0
"Oromiya","East Hararge","Jarso (EH)","September","2022",2022-01-01,19,12,3,14,14,31
"Oromiya","East Hararge","Jarso (EH)","October","2022",2022-01-01,15,5,2,9,9,20
"Oromiya","East Hararge","Jarso (EH)","November","2022",2022-01-01,9,18,2,7,18,27
"Oromiya","East Hararge","Jarso (EH)","December","2022",2022-01-01,12,12,0,13,11,24
"Oromiya","East Hararge","Jarso (EH)","January","2022",2022-01-01,2,0,2,0,0,2
"Oromiya","East Hararge","Jarso (EH)","February","2022",2022-01-01,2,0,0,2,0,2
"Oromiya","East Hararge","Jarso (EH)","March","2022",2022-01-01,2,0,0,2,0,2
"Oromiya","East Hararge","Jarso (EH)","April","2022",2022-01-01,0,0,0,0,0,0
"Oromiya","East Hararge","Jarso (EH)","May","2022",2022-01-01,9,12,0,6,15,21
"Oromiya","East Hararge","Jarso (EH)","June","2022",2022-01-01,14,14,0,15,13,28
"Oromiya","East Hararge","Kersa","July","2022",2022-01-01,0,0,0,0,0,0
"Oromiya","East Hararge","Kersa","August","2022",2022-01-01,1,0,0,0,1,1
"Oromiya","East Hararge","Kersa","September","2022",2022-01-01,0,0,0,0,0,0
"Oromiya","East Hararge","Kersa","October","2022",2022-01-01,0,3,0,0,3,3
"Oromiya","East Hararge","Kersa","November","2022",2022-01-01,2,3,0,0,5,5
"Oromiya","East Hararge","Kersa","December","2022",2022-01-01,0,1,0,0,1,1
"Oromiya","East Hararge","Kersa","January","2022",2022-01-01,0,3,0,0,3,3
"Oromiya","East Hararge","Kersa","February","2022",2022-01-01,0,0,0,0,0,0
"Oromiya","East Hararge","Kersa","March","2022",2022-01-01,0,0,0,0,0,0
"Oromiya","East Hararge","Kersa","April","2022",2022-01-01,21,7,4,0,24,28
"Oromiya","East Hararge","Kersa","May","2022",2022-01-01,0,1,0,0,1,1
"Oromiya","East Hararge","Kersa","June","2022",2022-01-01,3,4,0,0,7,7
"Oromiya","East Hararge","Kombolcha","July","2022",2022-01-01,0,0,0,0,0,0
"Oromiya","East Hararge","Kombolcha","August","2022",2022-01-01,0,0,0,0,0,0
"Oromiya","East Hararge","Kombolcha","September","2022",2022-01-01,0,3,0,2,1,3
"Oromiya","East Hararge","Kombolcha","October","2022",2022-01-01,1,1,0,0,2,2
"Oromiya","East Hararge","Kombolcha","November","2022",2022-01-01,0,0,0,0,0,0
"Oromiya","East Hararge","Kombolcha","December","2022",2022-01-01,0,0,0,0,0,0
"Oromiya","East Hararge","Kombolcha","January","2022",2022-01-01,0,0,0,0,0,0
"Oromiya","East Hararge","Kombolcha","February","2022",2022-01-01,0,0,0,0,0,0
"Oromiya","East Hararge","Kombolcha","March","2022",2022-01-01,0,0,0,0,0,0
"Oromiya","East Hararge","Kombolcha","April","2022",2022-01-01,0,0,0,0,0,0
"Oromiya","East Hararge","Kombolcha","May","2022",2022-01-01,0,0,0,0,0,0
"Oromiya","East Hararge","Kombolcha","June","2022",2022-01-01,0,0,0,0,0,0
"Oromiya","East Hararge","Kumbi","July","2022",2022-01-01,4,7,0,5,6,11
"Oromiya","East Hararge","Kumbi","August","2022",2022-01-01,0,0,0,0,0,0
"Oromiya","East Hararge","Kumbi","September","2022",2022-01-01,1,4,1,0,4,5
